Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
95978.6,72.9,-14.111419,-0.969361,0.908311,-0.437722,0.06036,5.10453,0.764483,-0.429274,-3.763504,3.703833,-3.571709,0.449169,1.018748,2.044116,1.132676,-1.434284,-5.247949,-0.395894,-2.179781,7.333413,6.299291,-0.717922,3.574792,-0.598494,4.520091,-1.499899,3.079405,-4.512074,0
157130.57,51.65,-9.694135,1.357909,-2.297913,0.28306,-2.342447,-23.672823,8.696806,-0.342512,6.344902,-1.492575,6.998116,-2.385741,-3.781477,-3.047959,2.030627,-1.555938,2.037382,-6.703953,-0.460556,-1.523051,-0.315314,-1.209111,7.907764,4.527559,10.297595,-3.340313,6.51659,-4.408456,0
5942.34,212.77,5.282469,-2.869291,0.241003,-0.830591,-1.735949,-15.219162,-8.407639,1.230545,-2.25603,-4.429999,5.830848,2.562589,-3.689397,2.610335,-1.616416,-6.188792,17.256464,2.302441,0.177328,-1.420474,0.66035,-0.467281,3.0405,6.848233,-8.720286,0.835825,2.090015,3.007015,0
42807.91,16.55,-9.799116,-2.191977,-0.450667,0.759857,3.888697,10.646947,6.181993,0.131153,1.106328,0.917327,-5.565377,-3.935479,-1.964638,-4.645328,-2.281154,-1.216631,1.784467,0.332947,0.975473,2.676867,3.575745,-0.235925,-4.398386,-0.13825,-8.043234,2.912918,-3.242683,-0.062109,0
32230.4,80.34,-2.46733,4.09836,-0.372911,1.925129,-0.907428,-14.468652,18.519482,-1.290001,4.001226,-0.586961,1.010643,-4.47398,1.798254,0.995925,-0.924776,1.843463,-9.820237,-0.880108,-1.390806,0.64299,-2.498635,-0.584662,4.265055,1.614236,7.907684,-5.576176,-0.574518,-2.566139,0
13432.55,225.16,-7.091446,0.569041,-1.110128,1.133348,1.099322,1.949975,-2.133604,-0.072749,0.301049,0.357897,-0.183492,-2.655257,2.430678,-1.355991,0.163005,0.312849,-3.814604,-2.158948,0.20416,0.056317,-5.032716,-1.685949,-0.695318,-0.015633,0.38309,-0.305229,2.006302,-3.08248,0
123720.0,14.57,-1.996573,-0.94303,0.618609,-1.643634,-3.706808,11.537079,-8.156984,-0.146518,-4.407671,2.385174,1.761252,-3.058593,-1.032165,8.132245,-1.274519,1.244238,6.445123,1.164301,-1.612358,5.203754,-0.811528,-0.024048,-5.214516,-4.768383,9.685251,-1.812115,3.939966,-1.154983,0
29776.87,147.39,4.831224,-2.109334,-1.098696,0.570253,-3.316398,5.959826,-1.833577,1.146579,0.232705,2.53858,-3.778491,-3.300282,-1.614893,-0.43898,-1.368645,-0.45268,6.151285,3.1207,0.31305,-4.570481,4.785288,0.755028,-2.252389,2.453101,-1.132376,1.514379,-2.999893,1.201531,0
107148.57,124.76,-0.464056,1.619271,-0.164025,0.49066,0.419128,-1.251087,-0.43645,-0.08363,-2.300338,-5.411094,-3.240979,-1.108794,4.398299,0.865198,-4.53051,0.715834,3.251249,-0.704532,1.005732,2.330294,0.448058,-1.834688,-0.084881,0.366892,-1.750074,-1.465658,-0.427922,1.821351,0
5430.96,107.47,10.511084,2.408676,-0.655797,-0.090986,-5.180304,-1.696123,-9.334866,0.549888,-6.366676,0.447381,0.520938,0.030636,4.512024,0.915785,6.559387,-0.145702,8.051863,0.42329,-1.097876,2.256378,3.702642,0.305403,-1.443362,1.62789,3.670368,-4.079892,2.046043,-1.837755,0
76296.47,143.21,0.129742,-1.400565,1.125727,0.814987,-0.176968,10.281828,-3.773941,-0.771229,-3.516535,4.143188,-1.272841,0.723424,-1.541936,1.381177,-0.742198,2.514461,2.973254,4.540897,-0.352655,-0.283069,-2.110079,-0.876935,-3.645025,-1.027474,3.732791,4.635443,-0.194445,-1.177442,0
161866.94,99.72,-4.012804,2.749719,0.430579,-0.976824,-0.559455,12.157924,-9.288118,-0.232362,0.448242,-0.862071,-2.181752,1.116969,-1.808308,6.662049,-4.959802,-6.435611,0.827179,-4.815791,0.291727,-3.845612,1.461664,0.19289,0.067767,-0.724671,-4.347721,4.955514,-7.370792,-1.133619,0
140451.77,44.34,-7.854281,-3.162429,-0.929927,-1.224974,-0.12198,1.781,4.088129,-0.530011,-1.846679,1.792003,-1.479743,3.505183,0.908351,-1.898078,-3.431565,2.20324,-6.324341,-0.553279,-1.014422,3.107734,-0.561299,-0.593699,1.067144,0.615399,12.863586,-1.012294,2.536503,-4.816374,0
50666.82,227.91,-4.152704,-3.574449,0.968023,-0.497745,1.274613,0.529123,11.568258,0.837746,1.736316,-1.285116,-2.22196,4.350985,-3.970291,-2.125041,1.546539,4.008884,-2.18314,3.646162,0.499726,3.461663,3.873404,-1.308844,1.559761,2.495279,1.314984,4.114397,0.461816,-3.900725,0
64507.85,92.94,-2.207049,-4.229189,-0.869129,0.759771,-2.350017,9.915711,-0.439846,-0.556815,-2.502486,0.783513,1.831466,-3.632763,0.798937,1.819001,-2.593636,2.185359,6.716896,0.255748,0.113494,3.60396,3.85596,0.370614,-2.291216,-0.801615,1.438095,3.92873,-0.759532,-5.678341,0
3405.98,101.29,6.454933,1.94451,1.493571,0.176799,-0.323598,-9.741597,-0.864605,-2.364515,-1.489037,0.791175,5.084454,-0.305091,2.435062,1.312248,-1.156985,-1.363168,-3.067704,-0.438019,-0.185011,-4.004871,-6.417712,-1.53146,1.272244,1.55131,3.262694,-3.371545,-0.306212,-0.940347,0
141190.05,131.45,-2.865416,2.586061,1.017793,-2.267558,-8.705643,5.075888,-7.018634,0.547875,-0.185773,2.554477,-2.328032,-5.994752,0.775838,-1.481519,-4.459725,1.63485,15.033342,-0.245557,1.409988,-1.743993,1.771261,0.330853,1.413096,0.41213,7.529128,2.276939,0.976204,4.20216,0
66827.87,169.1,-2.261163,1.490074,1.700775,-1.234795,-5.000265,-3.189884,-2.958213,-0.261972,2.715902,0.564788,1.726601,-3.934534,0.444714,-0.758943,0.087392,-0.693267,3.323857,-7.963296,0.572491,-3.635765,3.023306,-1.725918,1.726281,1.485825,10.828603,-2.100963,1.418029,-3.846586,0
160834.87,18.55,1.738833,-3.202408,-1.506215,-0.977475,-2.904905,0.429134,0.066509,-0.002468,-1.060767,0.217168,0.281844,4.658549,1.099023,-0.286287,0.926536,1.336918,-0.406173,2.540883,0.018073,4.041915,4.214047,0.336153,0.447341,-0.646234,7.534724,0.576004,3.270235,-5.021764,0
46321.4,75.13,-2.449598,0.603687,-0.41438,-1.709768,-2.690958,-11.475905,2.353646,1.513445,1.453371,-3.936898,2.664214,-4.429786,0.792241,0.600144,1.280896,1.790726,4.52161,-0.225812,1.420396,-1.029698,-2.042625,-2.157484,2.94828,0.279583,4.081207,-0.989602,3.178775,-3.089949,0
105659.29,72.17,-6.097307,0.468824,1.190539,-0.943486,-1.09025,2.252942,-16.421889,0.184833,-2.561561,-5.324968,-1.390633,0.923833,-0.101824,0.114861,-1.0882,-2.942607,10.507504,-6.883135,0.922428,-1.222138,1.807607,1.077337,0.533919,-0.048572,0.801576,2.413396,2.924002,-1.12907,0
14307.61,128.96,8.104845,-2.904394,0.202768,0.451775,-0.631514,9.634787,-14.489288,-1.348332,-7.46487,0.536717,-2.180059,0.009153,1.933754,5.435441,0.548691,-4.566225,1.96416,4.264537,-1.173699,-3.494066,-0.034157,0.039849,-0.738941,1.775639,-14.569006,0.156452,-6.27947,2.755093,0
160596.17,95.77,-1.536889,1.437094,1.026162,-1.019427,0.656476,5.866928,-0.86074,-1.664183,-1.838697,0.899849,-3.419777,-2.579705,-2.974268,2.575456,-3.966115,2.900543,3.909506,3.92026,-1.083546,-1.083632,-3.454319,-0.772517,-7.362858,-4.887837,13.136191,-0.608342,3.61767,0.445062,0
151627.16,244.28,-0.829725,-3.131935,-0.100734,0.30257,-0.362102,-0.740877,1.117141,-0.134463,-1.754984,-2.305719,0.876863,2.998941,0.662594,-3.062051,-1.438856,-0.859021,6.621374,0.141134,-0.334352,-0.544793,4.704327,0.013005,0.182164,3.134476,1.382729,1.378716,-2.470458,-5.894838,0
89668.98,39.57,5.475118,-1.015735,1.950929,-0.476391,-3.603249,16.263089,-8.393239,-0.236573,-4.26851,-0.4785,-3.790262,-0.870969,0.347257,3.318897,-3.844201,-0.574189,8.274955,-1.2364,1.89158,0.422119,5.948869,1.9122,-3.764134,0.347357,-1.731473,1.767144,-5.049034,1.669896,0
162402.99,84.69,0.63488,0.688114,0.814985,-0.371509,-2.578683,-10.185535,1.76587,1.61796,-0.222869,0.977574,1.140935,-1.383848,-0.360461,3.972989,-2.452107,-5.638692,1.531068,2.440203,-0.741485,-2.62325,-0.516752,0.427636,4.841514,6.317518,-4.310752,-1.441304,-2.912196,0.3451,0
120273.95,33.49,-7.998212,-6.041901,0.255354,0.82629,-5.350428,16.361895,4.951619,-1.322173,2.026066,3.562182,0.704045,-3.196805,-2.028429,5.424226,-2.69267,3.479224,4.049023,0.482088,-0.071871,5.232109,3.042493,-0.025411,-2.865467,1.658304,6.017607,3.119014,-2.66568,-5.568435,0
77854.03,163.46,6.015809,5.228878,-0.163743,0.240411,-2.400429,2.192833,-11.503408,-1.147252,-1.035007,0.601561,1.17377,1.368945,1.615023,2.365366,-1.554746,-4.123334,4.236446,-6.637879,-0.329044,-2.492537,0.938855,-0.82617,-2.729743,0.177826,5.991541,-1.620477,-0.060316,-0.166769,0
7037.94,50.03,3.233581,-0.119864,-0.344949,-1.82691,3.999847,0.977879,-4.787891,0.153682,-3.744061,-3.520557,-2.040739,-1.496951,2.388568,3.102732,4.631043,-0.273376,-9.587185,-2.353994,-0.450419,-1.536119,-0.795515,0.758027,0.303592,-1.411528,-8.206244,-1.656421,-1.041749,-1.935059,0
31692.3,193.51,4.058526,1.719137,0.294146,0.773261,1.325447,-10.891775,11.241865,-0.470999,-2.089155,-3.032364,-0.65693,-1.566615,7.152801,3.029419,-7.139567,3.680963,-4.473655,3.622075,0.025755,-3.686893,-1.718772,-0.184907,0.612183,2.368188,10.235536,-3.74891,-2.386034,-6.079916,0
165000.72,186.89,7.898588,-4.725759,0.550304,0.891079,-0.374092,5.860091,-4.647634,0.435358,-2.288008,2.648311,1.386586,6.312521,-0.136555,-1.494751,2.034374,1.469974,-1.851608,1.7754,-0.459023,0.451218,2.694969,0.348199,-0.797631,0.287283,0.16783,-0.533076,0.106195,1.352471,0
154464.64,180.72,1.958597,-0.185421,-0.350128,0.603931,-2.191415,12.678753,1.012108,-0.751636,-2.542641,3.015558,-0.251573,-1.454002,2.273831,0.885116,0.222516,0.784955,-6.320713,-2.190947,0.436123,0.959747,0.102565,0.554819,-2.254055,-1.073597,3.328188,-2.509307,-5.175379,-3.46568,0
16187.0,102.83,-1.946587,-1.647735,0.151796,0.763513,-3.596003,-6.156116,-10.368906,1.556657,-2.52441,-1.881618,-1.048935,-2.982785,1.941584,1.015326,-0.522446,-3.21757,10.978584,2.075206,0.696224,-3.171153,1.256576,1.224725,4.768929,4.422732,-7.568089,1.405129,0.411608,1.766214,0
23763.62,78.8,-11.072776,-1.863026,1.670718,0.435625,1.953826,-3.583467,5.466872,-1.193719,-4.655192,-0.599164,0.773162,1.89561,-0.16381,-0.070289,-4.990354,1.850395,-4.176053,-3.981079,-0.14337,6.12597,0.8752,-0.254109,1.029132,-0.888065,18.177186,-5.424931,6.492614,-5.282936,0
540.99,417.8,-1.560977,-18.187578,1.077416,1.215326,-4.063291,7.765882,5.595792,0.732268,1.684169,2.008667,-1.914859,-4.180838,2.047669,-0.019416,-2.967271,2.345267,-4.585392,3.020381,-0.5188,2.247151,3.327195,-7.037205,-0.194123,-0.417646,4.965504,-4.580365,-4.724279,-0.765454,1
50482.6,172.77,4.600294,1.619246,-0.905696,0.133296,-4.788345,1.083452,-4.296195,-1.084759,0.075604,3.279386,1.224329,1.386818,-6.281027,6.114747,0.251707,3.986287,8.831177,2.518714,-1.041379,-3.513682,-3.07412,1.541468,-2.330715,2.906834,14.63838,2.561999,3.72023,0.938721,0
4581.15,120.6,-12.19665,-7.091809,3.136686,1.431453,-4.527332,21.115406,8.52072,1.566979,2.65581,9.20708,-0.266346,-3.353059,-2.56192,2.721284,-2.498537,5.363509,-1.732678,-5.184489,0.737787,4.389074,2.023982,0.925667,-1.96336,9.498494,7.461069,1.174343,-4.596674,-4.007954,0
42501.5,108.14,9.175968,2.958475,-1.596956,-0.186026,-1.382536,1.40416,1.792977,2.451625,-4.242376,-1.243311,-0.20163,1.168351,4.557665,2.942007,-2.000669,-0.186604,-1.175144,-0.353681,-0.155834,2.61771,1.521796,1.311927,-1.71339,0.307757,2.463905,-3.831771,-3.859562,-0.692309,0
78328.31,7.29,3.321978,-1.645341,-0.073652,-0.708182,-3.394397,8.197242,4.943605,1.156762,0.193691,0.954813,-2.737558,-3.821392,-2.27062,1.097815,-3.557953,5.891447,1.839102,4.288822,-3.295561,-3.183751,-1.460162,-1.007175,-5.333801,-2.477025,13.208676,-0.389993,-0.770672,-1.442944,0
84951.22,61.91,-5.35862,-2.483913,1.568682,0.606914,-6.770014,11.041872,9.620482,-0.933421,2.179439,2.67552,-2.688494,-5.47295,-2.800873,1.467299,-4.929844,5.632937,1.480988,-2.247923,0.048831,1.112985,-0.196123,0.691842,-3.740346,3.920456,17.633457,-0.428963,-1.284988,-5.140859,0
131589.04,109.37,4.384268,0.807349,0.587566,-0.357493,-2.708161,2.5658,-7.417852,0.194181,-3.411065,-1.006459,-0.860679,0.013303,2.173002,2.845392,0.216493,-3.075099,3.547827,0.491902,0.580559,0.564991,-0.033781,0.79053,-0.046432,0.429943,-4.77254,-0.409682,-2.933868,1.46205,0
147256.96,44.01,4.041472,1.345054,-0.961489,-1.003922,0.121775,-4.689881,3.721378,0.408516,2.855439,0.232366,2.340886,-2.575677,0.244466,0.694432,-1.011861,-1.417257,-3.022967,-2.952641,-1.10578,-3.243151,-1.24532,0.359028,-1.754939,1.735696,2.394534,-2.859097,-0.97614,-2.194544,0
30479.67,88.96,8.193844,5.568698,-0.123379,0.86766,1.522808,-6.882517,1.91618,-0.29614,-1.940412,-0.010025,3.27031,1.054901,2.835361,2.380549,0.817428,-0.061039,-7.782512,-1.889966,0.301789,-3.164875,-2.906464,-0.036499,0.50902,-1.547628,6.197665,-4.060231,-0.96502,-2.696513,0
155270.16,186.11,-9.972537,-1.775972,-1.551973,0.048848,-1.975932,9.154917,-3.648096,-1.612182,-2.107657,-2.35763,-3.064594,-2.704865,-1.375078,0.401267,-3.06679,-1.555152,4.349291,-2.005294,0.102478,2.748188,0.82947,-0.424914,2.912354,1.791239,-7.696677,1.777669,-2.411239,2.155406,0
123266.81,36.96,-1.380747,0.001364,1.161783,0.077784,-1.602319,2.31176,4.34352,-0.270951,-4.800418,-1.754332,-0.560904,-0.355337,1.777616,1.527401,-1.651031,-0.804394,-2.090852,1.713984,0.552994,4.349024,-1.850371,1.102277,2.314811,2.658171,-3.778353,-1.915368,-3.987428,-1.610897,0
96988.7,132.74,3.207041,-4.421031,0.170203,-0.513377,0.410451,8.887457,-10.727494,-0.675878,-4.087908,-0.020485,-0.600443,4.241195,2.361401,2.383718,-2.147077,-1.005918,0.253771,4.045179,0.504781,-0.648105,-1.084429,-1.030815,-2.544981,-3.691728,-1.827198,1.765297,-1.609718,-0.20824,0
130487.72,20.21,0.302018,0.68135,0.085668,0.231059,-4.504237,1.654621,-1.672341,-0.603886,-1.580672,0.648331,0.175646,0.214156,-2.097413,1.41349,-3.314458,1.611269,6.120268,-2.223087,-0.09962,0.14045,-1.755137,0.281211,-2.101499,2.966343,14.152788,1.008809,2.029077,-3.018368,0
12882.35,73.0,-10.28722,0.486813,0.000572,0.339879,0.73454,-5.642022,3.343106,1.034938,1.894703,-1.032789,-6.110068,2.640572,-1.41926,-3.979043,-4.318297,-1.73261,-1.12338,0.301773,-0.775864,0.059304,1.885675,-0.546521,0.980396,-0.376507,10.912123,0.874669,4.159147,-2.252714,0
64017.58,92.91,-4.54677,-2.200512,1.702108,-0.151197,-1.97192,8.231492,2.312917,-0.137657,0.506765,4.974486,-1.469933,0.130389,-2.002763,1.536529,3.145705,1.840562,0.385774,-0.693674,-0.547175,2.743495,5.959965,-0.786297,1.861786,4.989247,-1.146591,1.476406,-1.228166,-0.439386,0
99926.81,370.07,7.653826,-2.605133,1.430624,-0.236547,-4.286166,3.092236,0.122542,1.193982,-0.538928,2.107765,0.399144,0.283599,-4.244047,2.036022,-1.48093,3.447759,5.532217,6.766389,0.109843,-4.994362,0.976905,0.155717,-1.586363,-0.607698,9.179581,2.729798,-0.12664,-1.225853,0
25688.92,261.23,2.049516,0.313878,1.927267,-0.45359,-2.122694,9.036525,-9.430215,1.602131,-5.226528,-0.392268,-6.877783,-2.976469,5.862084,2.441909,-2.046748,-0.442064,2.576286,3.982527,-1.225864,-3.851074,2.297801,-1.386595,0.416971,-0.284179,-5.755315,1.934866,-5.090099,0.335753,0
14533.66,4.36,0.471518,1.454918,-0.924363,-1.268798,-5.144454,8.386416,-7.792397,0.458551,-0.644406,0.641684,-1.108975,-4.28235,-0.552649,3.954512,-2.539591,-1.896197,5.788986,-4.72356,0.248473,-0.461557,2.647046,-0.234533,0.812398,1.186264,-1.704425,1.266591,-2.422417,2.808888,0
84577.44,80.87,0.208094,2.154769,-1.086289,1.205637,-1.847052,4.042151,-8.028967,-1.022456,-1.310512,-0.628515,-0.731521,-1.221971,2.046255,0.903848,-0.268909,-0.918621,6.754044,0.272597,-0.23863,-1.801919,0.491306,-0.420086,-0.934173,-0.874304,-1.143413,2.019832,-0.64628,-0.793397,0
125972.44,315.49,-8.147342,3.585695,-0.11382,0.071533,0.358872,0.330654,-2.023801,1.229782,-2.398554,0.694238,-3.409613,-1.388524,-3.595436,2.489531,-2.567651,-0.450188,5.212271,2.812388,0.111221,-2.188708,0.476944,1.225421,0.594865,-2.382058,8.164383,6.38096,2.533074,-4.204544,0
28385.13,33.94,-2.239631,3.142418,-0.447054,-0.118821,-1.540962,2.468869,-8.797979,0.018382,1.329725,-1.868047,-1.545749,-1.204826,1.858469,2.373927,-5.267745,-2.080791,3.991233,-7.330624,0.760745,-4.498863,1.771211,0.417622,-0.554096,-0.639108,6.652491,1.538625,-0.704634,-1.358955,0
170380.98,33.46,-7.984911,-5.055611,-0.881665,-0.375174,-5.247066,9.067997,8.760115,-0.609821,1.291197,3.220608,-1.734426,-5.633354,0.206024,3.887772,-5.933378,5.235373,-4.34818,0.771755,0.067188,1.525636,-0.447272,1.141538,-1.821667,-0.456142,17.476886,-4.177353,-0.041418,-4.483452,0
91523.62,32.62,-0.74432,-1.088277,0.060242,-1.103864,-3.318399,-4.564868,-8.143991,0.129912,0.194866,-2.909466,2.346277,-2.364864,-1.774068,2.293511,-0.345451,-1.861739,14.895374,-0.80495,0.061782,-3.261578,2.558446,-0.152211,1.657549,3.559515,-2.45442,3.486122,1.168863,-1.378302,0
139987.59,191.3,1.518068,-1.030323,2.391453,-1.284969,-1.594413,-0.939113,4.869574,0.028729,0.024482,2.019957,-0.409213,2.429115,-1.150128,-1.195219,-0.443667,3.882666,-2.877619,2.213447,0.456642,-0.567658,-3.667483,-0.586417,0.670776,3.358382,7.207895,0.149923,0.517834,0.012614,0
48517.46,91.48,-7.022043,1.43649,-1.069909,0.994893,-1.979302,0.285289,-8.306757,-0.776712,-2.34717,1.058904,-4.259499,-2.686226,0.395172,1.311305,-5.080637,-3.724167,7.583202,1.353643,0.065863,-1.087499,1.06214,-0.597945,-1.229143,-2.114515,7.442563,2.408833,3.294354,-1.609065,0
48550.44,200.6,-9.637869,-1.961993,-0.800841,1.564581,-0.507239,7.531212,4.753974,-1.185596,0.919307,2.197176,-3.414871,-2.321016,-1.516501,1.529778,-2.437356,2.103665,0.119014,-3.091945,0.369266,4.441719,-0.670031,-0.924555,-2.926262,5.083797,4.877614,-1.862894,0.43209,0.417131,0
32239.31,80.29,-4.382908,0.543748,0.205078,0.310183,-0.655357,2.114746,-9.105002,0.05804,-3.561169,0.309974,-3.221125,-0.88401,2.938573,-0.165183,-1.479706,-3.842747,-0.415542,1.831485,-1.67267,-5.878075,-1.57344,0.534637,4.944762,1.029906,-7.298579,2.627765,-4.364376,-0.437348,0
143379.38,66.59,-5.190289,2.170991,0.650593,-0.261492,-4.290944,3.303513,-7.408985,1.577075,-2.745406,-1.581685,1.703933,0.673599,-1.467611,-1.453832,-0.02178,-2.050175,8.610516,-3.39859,-0.227761,1.473803,0.067532,0.415295,3.417733,-0.313558,1.287991,1.005156,-0.175209,0.240754,0
161175.48,134.72,4.633388,-3.019783,-1.002943,0.121801,0.748422,-4.624108,-6.991346,-0.525972,0.934612,-3.280474,2.133978,-1.829208,0.527436,3.585122,0.672922,-2.374974,1.409579,-6.389938,-0.832604,-4.628233,2.097389,0.29983,-3.050897,3.265204,1.224787,-2.480465,1.346448,-4.982765,0
158951.05,135.33,1.98245,0.048046,-1.219931,-0.36159,-1.49959,4.318436,-3.334274,1.324278,-3.420007,-1.545911,-0.145507,-1.842686,1.062397,2.185563,1.513789,0.142889,-1.642059,-1.365253,-0.690528,-1.97706,0.865808,-0.505656,1.8278,-0.943326,-1.781758,-0.897109,-3.512202,-1.918181,0
110743.16,114.06,3.231064,-2.297923,-0.432138,0.121592,-4.301051,8.060102,-11.371923,0.459034,-3.280278,3.850009,0.632099,2.230043,1.83883,3.598753,-2.228628,2.58973,1.973746,1.87064,-0.275946,-3.503537,-4.698004,-1.519412,-0.443441,0.530412,7.955476,3.564153,-0.470664,-0.800703,0
141352.95,51.63,9.244095,-1.505538,0.622141,0.552377,1.106137,11.824824,-0.666633,-1.357824,-4.65554,1.325524,-1.477716,0.449494,3.781898,4.112732,-2.679057,0.670406,-7.699434,-2.465258,-0.680696,-2.343589,3.897696,-0.28497,-4.101309,-0.118344,3.035093,-4.230661,-6.905614,-3.095147,0
138874.53,35.2,10.910247,-0.868965,-0.70109,-0.330035,-2.921139,4.523517,-12.067234,-1.370561,-3.065928,-2.154507,0.838373,-2.583502,2.450669,-1.437743,1.58869,1.49581,7.857887,-2.62014,1.093223,-4.220068,0.726368,0.712725,-3.774638,-1.654765,0.418437,-0.997734,-0.375374,0.957287,0
153989.53,48.31,-4.386109,-0.583887,-1.027774,-0.646687,-0.786128,-1.80391,6.788873,-0.78174,0.809888,-0.565756,0.607734,-2.306511,-2.28011,0.855793,-3.215804,0.068386,0.424918,0.655478,-1.577753,-1.648393,0.375149,-1.325884,3.594563,2.132323,-0.395683,0.930256,-2.764312,-1.03376,0
41888.4,40.72,-0.251915,-3.821566,0.856414,-0.18245,-7.712213,3.873775,-1.878487,-0.982394,-5.766838,1.504444,0.071024,-2.708469,1.076238,-2.560459,-3.452189,1.426731,12.374594,2.90074,-0.493376,-0.439356,3.171561,0.201437,2.872528,5.473432,4.51323,-1.981409,-2.404941,-0.444503,0
33865.84,98.63,-2.565931,3.765638,0.599102,-1.232158,-0.10088,-11.271852,-1.264206,0.367656,2.556426,-2.107898,2.065465,-1.919159,0.398009,0.497195,-1.368196,-0.961582,2.308662,-1.749724,0.920001,-1.506933,-5.482812,0.111611,1.133712,-0.437323,3.64518,0.017891,4.225614,0.530934,0
76163.8,56.09,-4.316048,-3.345782,-2.053155,0.669588,-1.926733,8.369254,-1.37058,0.768992,2.093551,2.1388,-2.069448,2.281884,-2.810808,3.135436,-2.850101,0.405757,-3.905708,-0.513415,-2.259553,-1.319977,-1.218027,-1.292809,-1.141142,1.306474,7.053048,0.205189,-0.649505,-0.800633,0
107852.93,148.84,-0.562649,1.559047,-0.184781,-0.928186,-1.370656,-5.609697,8.89454,0.267621,0.978942,1.967507,0.452986,-3.222603,3.544523,0.112954,-4.572663,1.806013,-5.329372,0.316136,0.369248,-1.983613,-1.811962,0.595238,2.280874,1.106203,8.026344,-2.681574,-1.484043,-1.935942,0
11985.63,95.57,-4.378084,-2.627929,-1.174353,0.879846,1.469014,-12.676204,10.062985,0.162962,3.00021,-2.221689,5.60912,1.981971,-4.138313,1.636393,-7.777304,-3.015114,2.895986,-1.154386,-1.563741,0.090409,-1.516237,-1.581475,1.683935,5.999267,4.087878,-1.156336,0.572618,-2.619779,0
62120.07,94.75,14.472693,4.386808,-0.28984,0.183236,-2.876414,-7.241578,6.687851,-1.109262,-0.41527,2.49355,5.613552,0.530625,0.596905,4.831193,-1.835849,-2.588507,-1.739637,0.717395,-0.56387,1.627997,-1.920643,0.249675,-0.496528,1.201291,2.129336,-5.958079,-3.752789,4.181633,0
53863.67,228.45,-2.235105,-0.019165,1.132423,1.247497,-0.787662,4.905968,-3.114885,-0.119418,-1.363951,3.988689,-1.19096,0.412467,0.057651,0.446485,-0.029779,1.247204,1.986282,-0.143668,0.22368,1.770614,-1.430834,1.15459,-2.170208,1.850961,4.288591,-0.379318,1.699733,1.827791,0
108148.59,43.41,-2.911662,-0.905389,0.813617,1.436568,-4.59979,9.019643,-13.851714,-1.354293,-7.757991,-1.371738,-2.390451,-1.556628,3.512963,-2.904056,0.425932,0.173232,11.608328,2.320964,1.454457,-1.529404,0.626165,-1.907219,3.850176,1.191704,-6.875179,3.128729,-2.80291,0.537425,0
60343.41,177.0,-6.70028,-0.878809,-2.673004,-0.53447,-3.077962,10.231075,-8.899312,1.71654,-4.916773,5.804883,-2.776362,-4.524632,0.40311,6.613374,0.477885,-0.240754,-0.966935,-2.927627,0.459626,0.578752,4.189485,-1.245766,1.828385,2.351976,4.765438,-1.852704,1.73419,-1.470332,0
54460.06,1.68,-2.028316,0.584472,-0.865322,0.932278,-3.638918,13.575411,-32.109732,-1.229353,-7.108004,4.199165,-18.560616,-4.410771,5.64589,0.546188,0.743038,2.908794,0.290868,-0.299739,0.084506,-0.842442,2.484194,0.1891,2.053355,0.797761,-3.918023,-0.341501,-7.713842,-0.661085,1
86117.95,41.29,-4.524869,0.792731,1.352042,0.048156,1.782293,-12.793587,9.16626,0.844741,1.614396,-4.994942,-0.743591,-2.935526,3.280297,-2.890398,-0.94344,3.273026,2.696993,3.406731,-0.987767,-0.266291,-2.035564,0.967611,1.208053,1.411473,1.436809,0.969948,2.509716,-4.674494,0
67814.51,123.87,7.451477,0.173522,0.059943,-0.260489,0.803516,-0.680667,-5.188514,-1.629539,-1.496978,-2.201832,-3.192151,2.379741,-2.474105,-1.612794,4.051263,-1.438162,8.962044,2.398374,-0.816741,0.448762,5.394588,0.783041,-1.902514,3.10266,-9.870515,3.015082,0.997462,3.387812,0
89567.36,109.89,-1.677088,3.518992,0.903718,1.338678,-1.324903,-4.488424,-1.108564,0.528261,-2.476644,-0.89846,-1.014336,-1.956479,0.495389,2.163035,-3.188152,1.984066,8.0261,0.47068,0.941749,-0.300753,-3.723413,-0.30565,-2.349758,1.306369,11.303489,1.09417,3.104478,-1.862071,0
64046.96,81.05,-2.454712,0.360989,1.064276,-0.464469,1.07486,-2.513001,-4.914354,-0.399553,1.62962,-2.389759,-5.087692,2.824198,0.927793,-1.926647,-2.714993,-3.156063,2.112591,0.472256,0.322047,0.442789,-2.441478,1.570392,-3.104626,-0.025017,0.085068,-0.984653,2.092018,4.209018,0
169755.03,159.69,-6.877763,0.225999,0.141135,0.26701,0.743406,6.347035,-11.805973,-0.495324,-0.11611,-3.270178,-2.145499,1.310501,4.043111,-3.596591,-4.67462,-1.308461,6.478476,-5.144047,0.054976,-3.321832,-0.502544,1.789936,-2.840915,-1.022731,3.549607,4.141468,0.236253,-4.786484,0
125468.58,128.37,-10.473774,-1.650939,-1.413178,1.777867,2.401343,-2.91284,4.906542,0.568964,0.588772,0.741733,-1.994921,3.679915,-1.410398,3.616937,0.323574,0.525913,-7.180084,0.015224,-0.822407,3.072899,2.792678,1.204408,5.105165,1.986116,2.466871,-4.837049,2.06435,2.397811,0
