customer_id,age,gender,location,signup_date,tenure_days,plan_type,monthly_price,payment_method,logins_last_7d,logins_last_30d,logins_last_90d,avg_session_duration,total_watch_time_30d,unique_content_30d,days_since_last_login,support_tickets_30d,satisfaction_score,app_rating,social_connections,feature_adoption_rate,payment_failures_6m,plan_changes_12m,billing_disputes,auto_renew_enabled,days_until_renewal,login_frequency_trend,engagement_score,high_support_flag,payment_issue_flag,low_engagement_flag,churn_probability_true,churned,data_date
CUST_004720,37,M,Houston,2025-04-22,237,Basic,9.99,Debit Card,3,7,36,23.3,23.9,14,1,0,3.8,5.0,10,0.22,0,0,0,1,26,0.375,0.313,0,0,0,0.507,0,2025-12-15
CUST_004721,29,F,Houston,2025-07-02,166,Premium,19.99,Credit Card,3,9,36,25.9,23.9,24,3,0,1.4,3.9,21,0.58,0,0,0,1,30,0.3,0.445,0,0,0,0.63,0,2025-12-15
CUST_004722,34,M,Houston,2025-11-11,34,Basic,9.99,PayPal,0,5,12,21.2,4.5,5,0,2,2.9,2.1,2,0.24,1,1,0,1,29,0.0,0.145,0,1,0,0.848,1,2025-12-15
CUST_004723,26,M,Houston,2025-07-10,158,Standard,14.99,Credit Card,3,8,25,14.7,6.6,24,0,0,3.4,3.7,14,0.61,0,2,0,1,5,0.333,0.338,0,0,0,0.61,0,2025-12-15
CUST_004724,34,M,Houston,2025-02-28,290,Basic,9.99,Debit Card,1,4,26,27.2,24.9,20,2,0,4.3,4.6,6,0.57,1,0,0,1,29,0.2,0.383,0,1,1,0.663,0,2025-12-15
CUST_004725,18,F,Philadelphia,2025-04-19,240,Standard,14.99,PayPal,5,9,30,11.0,27.8,26,0,0,3.7,3.5,7,0.41,0,0,0,1,27,0.5,0.443,0,0,0,0.375,0,2025-12-15
CUST_004726,40,M,Los Angeles,2025-03-20,270,Basic,9.99,Credit Card,0,0,5,7.3,2.4,10,0,0,2.0,3.3,6,0.38,3,2,0,0,24,0.0,0.13,0,1,1,0.986,1,2025-12-15
CUST_004727,33,F,Houston,2025-10-08,68,Basic,9.99,Debit Card,0,8,30,39.7,16.4,13,6,0,3.5,4.3,13,0.59,0,1,0,1,20,0.0,0.348,0,0,0,0.57,0,2025-12-15
CUST_004728,30,F,San Antonio,2025-10-05,71,Standard,14.99,Bank Transfer,5,21,38,75.8,35.4,20,1,0,4.4,5.0,9,0.35,0,0,0,0,19,0.227,0.572,0,0,0,0.281,0,2025-12-15
CUST_004729,37,M,San Antonio,2025-07-29,139,Basic,9.99,Credit Card,2,14,31,34.1,52.5,16,2,0,3.1,4.3,13,0.29,0,1,0,1,15,0.133,0.577,0,0,0,0.517,0,2025-12-15
CUST_004730,18,M,New York,2025-10-18,58,Basic,9.99,Credit Card,2,9,45,26.7,23.5,24,0,0,5.0,3.4,15,0.54,0,0,0,1,16,0.2,0.435,0,0,0,0.537,0,2025-12-15
CUST_004731,58,M,San Jose,2025-11-15,30,Basic,9.99,Credit Card,2,5,11,6.0,3.4,12,1,0,3.1,2.9,2,0.26,0,1,0,1,14,0.333,0.17,0,0,0,0.626,0,2025-12-15
CUST_004732,33,F,Dallas,2025-08-26,111,Premium,19.99,Bank Transfer,0,3,11,7.9,14.3,9,0,3,2.1,3.6,4,0.37,0,1,1,0,6,0.0,0.226,1,0,1,0.709,1,2025-12-15
CUST_004733,33,M,San Antonio,2025-11-15,30,Basic,9.99,Credit Card,5,16,39,107.0,11.0,20,2,1,4.9,4.4,11,0.51,0,0,0,1,23,0.294,0.408,0,0,0,0.452,0,2025-12-15
CUST_004734,23,M,Philadelphia,2025-04-02,257,Premium,19.99,Credit Card,1,7,21,17.5,49.5,23,5,1,3.3,3.9,11,0.55,0,0,0,1,3,0.125,0.569,0,0,0,0.578,0,2025-12-15
CUST_004735,35,M,Los Angeles,2025-04-10,249,Basic,9.99,PayPal,1,6,21,37.5,40.9,16,1,1,3.6,4.6,13,0.16,0,2,0,0,15,0.143,0.401,0,0,0,0.454,0,2025-12-15
CUST_004736,51,F,Philadelphia,2025-07-24,144,Standard,14.99,Credit Card,3,4,7,5.0,7.0,13,4,1,3.6,3.0,2,0.28,0,0,1,0,28,0.6,0.19,0,0,1,0.631,0,2025-12-15
CUST_004737,47,M,Phoenix,2025-04-12,247,Standard,14.99,Bank Transfer,3,6,20,5.0,32.8,29,0,0,4.6,3.9,13,0.45,0,1,0,1,23,0.429,0.463,0,0,0,0.543,0,2025-12-15
CUST_004738,45,M,Dallas,2025-06-22,176,Basic,9.99,Debit Card,4,5,27,5.7,11.4,25,5,1,3.1,3.9,13,0.4,0,0,0,1,7,0.667,0.298,0,0,0,0.649,0,2025-12-15
CUST_004739,41,M,New York,2025-05-14,215,Standard,14.99,Bank Transfer,2,9,28,13.8,26.7,22,3,0,4.3,4.2,8,0.59,0,0,0,1,22,0.2,0.456,0,0,0,0.546,0,2025-12-15
CUST_004740,30,F,Phoenix,2025-11-15,30,Basic,9.99,Credit Card,2,17,47,18.6,5.9,13,0,1,3.0,3.7,14,0.21,0,0,0,0,23,0.111,0.299,0,0,0,0.492,0,2025-12-15
CUST_004741,18,M,Chicago,2024-11-27,383,Premium,19.99,Credit Card,1,5,18,43.7,3.7,25,1,1,3.7,4.2,12,0.72,0,0,1,0,19,0.167,0.316,0,0,0,0.531,0,2025-12-15
CUST_004742,32,F,Dallas,2025-06-13,185,Standard,14.99,Credit Card,0,3,13,14.2,9.1,7,0,1,2.4,3.3,0,0.15,4,1,0,0,13,0.0,0.143,0,1,1,0.954,1,2025-12-15
CUST_004743,32,M,New York,2025-06-29,169,Basic,9.99,Credit Card,1,1,6,5.0,13.7,9,6,2,3.1,2.7,3,0.25,0,0,0,1,6,0.5,0.178,0,0,1,0.741,1,2025-12-15
CUST_004744,47,F,Philadelphia,2025-09-18,88,Standard,14.99,Credit Card,3,12,40,24.2,13.3,19,4,1,3.5,4.2,12,0.3,0,0,0,1,5,0.231,0.336,0,0,0,0.496,0,2025-12-15
CUST_004745,38,F,Chicago,2025-11-15,30,Premium,19.99,Bank Transfer,3,18,25,52.9,19.5,20,1,0,4.0,2.4,14,0.68,1,1,0,0,24,0.158,0.513,0,1,0,0.585,0,2025-12-15
CUST_004746,54,F,New York,2024-10-24,417,Premium,19.99,Credit Card,0,2,4,20.8,6.4,13,26,2,2.7,2.8,2,0.34,0,0,0,0,8,0.0,0.178,0,0,1,0.704,1,2025-12-15
CUST_004747,49,M,Chicago,2023-12-16,730,Basic,9.99,Debit Card,0,2,9,26.2,11.5,17,1,2,2.8,4.8,13,0.55,0,2,0,1,4,0.0,0.267,0,0,1,0.578,0,2025-12-15
CUST_004748,29,M,Los Angeles,2025-02-22,296,Standard,14.99,Debit Card,0,2,8,7.1,13.1,13,1,1,2.1,3.0,5,0.29,1,1,0,0,8,0.0,0.209,0,1,1,0.937,1,2025-12-15
CUST_004749,18,M,San Jose,2024-09-28,443,Premium,19.99,Credit Card,0,7,12,5.7,26.9,20,0,0,3.0,3.5,15,0.77,0,0,0,1,15,0.0,0.465,0,0,0,0.426,0,2025-12-15
CUST_004750,51,F,San Diego,2025-11-15,30,Premium,19.99,Credit Card,1,12,38,119.4,55.0,31,0,1,5.0,3.6,11,0.26,0,0,0,1,17,0.077,0.626,0,0,0,0.33,0,2025-12-15
CUST_004751,51,F,Chicago,2025-11-15,30,Basic,9.99,Credit Card,4,9,36,10.3,29.6,24,2,1,4.7,3.2,8,0.34,0,0,0,1,21,0.4,0.432,0,0,0,0.573,0,2025-12-15
CUST_004752,18,M,San Antonio,2024-11-29,381,Standard,14.99,Debit Card,1,6,20,29.4,11.6,22,1,2,3.3,4.8,11,0.71,0,0,0,0,21,0.143,0.36,0,0,0,0.527,0,2025-12-15
CUST_004753,53,F,San Jose,2025-11-15,30,Premium,19.99,PayPal,1,13,44,41.7,14.3,23,0,1,4.4,5.0,9,0.46,1,0,1,1,28,0.071,0.4,0,1,0,0.608,0,2025-12-15
CUST_004754,39,M,Philadelphia,2025-11-15,30,Basic,9.99,Debit Card,3,6,37,14.4,17.7,27,5,1,4.8,4.0,15,0.41,0,0,0,1,27,0.429,0.356,0,0,0,0.568,0,2025-12-15
CUST_004755,36,F,San Antonio,2025-02-13,305,Basic,9.99,Bank Transfer,1,9,24,9.2,21.4,13,0,1,2.9,4.2,10,0.61,2,0,0,1,10,0.1,0.392,0,1,0,0.715,1,2025-12-15
CUST_004756,54,M,San Antonio,2025-07-22,146,Standard,14.99,Credit Card,1,10,39,30.2,41.0,21,0,0,4.7,3.2,16,0.4,0,0,0,1,10,0.091,0.51,0,0,0,0.482,0,2025-12-15
CUST_004757,51,M,San Jose,2025-09-17,89,Premium,19.99,Debit Card,1,4,11,7.1,5.0,11,1,3,2.2,2.8,1,0.21,1,0,0,0,12,0.2,0.156,1,1,1,0.865,1,2025-12-15
CUST_004758,42,M,New York,2025-07-23,145,Basic,9.99,PayPal,2,8,23,6.8,9.2,29,2,3,4.2,4.2,19,0.22,0,0,0,1,22,0.222,0.295,1,0,0,0.524,0,2025-12-15
CUST_004759,40,F,Houston,2024-12-01,379,Premium,19.99,Credit Card,0,2,22,51.6,46.5,16,1,2,4.3,4.6,7,0.24,0,0,1,1,28,0.0,0.411,0,0,1,0.46,0,2025-12-15
CUST_004760,42,F,Houston,2025-04-05,254,Standard,14.99,PayPal,2,4,26,16.1,14.8,17,5,1,4.2,5.0,17,0.62,0,0,0,1,23,0.4,0.321,0,0,1,0.483,0,2025-12-15
CUST_004761,30,M,Phoenix,2025-05-18,211,Basic,9.99,Credit Card,2,8,22,44.1,25.7,17,0,0,3.4,3.5,8,0.46,0,0,0,0,30,0.222,0.394,0,0,0,0.428,0,2025-12-15
CUST_004762,34,F,San Jose,2024-02-06,678,Standard,14.99,Bank Transfer,0,0,7,20.4,46.5,20,0,0,3.8,2.5,17,0.42,0,0,0,1,25,0.0,0.443,0,0,1,0.587,0,2025-12-15
CUST_004763,24,M,Phoenix,2025-08-05,132,Basic,9.99,Credit Card,5,9,36,19.6,46.9,23,2,0,5.0,4.9,15,0.33,0,0,0,1,12,0.5,0.529,0,0,0,0.366,0,2025-12-15
CUST_004764,31,M,San Diego,2025-11-15,30,Basic,9.99,Debit Card,1,10,34,22.1,34.5,27,7,1,3.9,4.9,11,0.42,0,1,1,1,6,0.091,0.499,0,0,0,0.584,0,2025-12-15
CUST_004765,30,M,Houston,2025-09-06,100,Basic,9.99,PayPal,2,8,28,120.0,10.3,14,0,0,3.8,3.4,11,0.4,0,1,0,1,3,0.222,0.278,0,0,0,0.548,0,2025-12-15
CUST_004766,27,F,New York,2025-11-15,30,Basic,9.99,Debit Card,3,16,27,9.3,42.2,17,8,1,4.7,5.0,13,0.16,0,0,0,0,5,0.176,0.513,0,0,0,0.453,0,2025-12-15
CUST_004767,36,F,Phoenix,2025-11-15,30,Standard,14.99,Debit Card,5,12,38,19.0,24.2,23,0,0,2.8,5.0,17,0.51,0,0,0,1,2,0.385,0.459,0,0,0,0.477,0,2025-12-15
CUST_004768,31,F,New York,2025-10-24,52,Premium,19.99,Debit Card,0,5,8,17.4,7.7,6,8,1,2.8,2.5,3,0.13,1,0,0,1,9,0.0,0.146,0,1,0,0.842,1,2025-12-15
CUST_004769,41,F,Chicago,2025-09-20,86,Premium,19.99,Credit Card,5,11,37,5.0,17.2,11,1,0,4.8,3.8,17,0.48,0,0,0,1,1,0.417,0.353,0,0,0,0.442,0,2025-12-15
CUST_004770,18,M,San Diego,2025-08-19,118,Standard,14.99,Credit Card,2,12,26,16.5,49.2,19,0,0,2.9,3.8,9,0.11,0,0,1,1,2,0.154,0.513,0,0,0,0.389,0,2025-12-15
CUST_004771,33,F,San Jose,2025-11-12,33,Premium,19.99,Debit Card,2,2,13,13.0,9.9,9,23,1,2.2,2.5,2,0.34,0,1,0,1,28,0.667,0.183,0,0,1,0.802,1,2025-12-15
CUST_004772,36,M,Phoenix,2025-10-09,67,Premium,19.99,Debit Card,2,9,29,31.4,38.7,22,1,0,4.2,3.8,8,0.38,0,0,1,1,26,0.2,0.486,0,0,0,0.455,0,2025-12-15
CUST_004773,31,F,San Antonio,2025-10-18,58,Premium,19.99,Credit Card,6,12,43,18.7,14.2,21,0,1,4.0,5.0,7,0.21,0,0,0,1,27,0.462,0.331,0,0,0,0.456,0,2025-12-15
CUST_004774,32,M,New York,2025-09-25,81,Standard,14.99,Bank Transfer,6,9,37,5.0,30.7,23,2,0,4.8,4.6,12,0.59,1,0,0,1,15,0.6,0.484,0,1,0,0.77,1,2025-12-15
CUST_004775,18,F,Philadelphia,2025-11-15,30,Standard,14.99,Credit Card,5,10,38,16.2,44.7,12,1,0,2.9,4.4,12,0.69,0,0,1,1,2,0.455,0.554,0,0,0,0.508,0,2025-12-15
CUST_004776,39,F,San Diego,2025-09-15,91,Basic,9.99,Credit Card,2,12,35,18.9,9.7,22,0,0,3.4,3.0,13,0.22,0,0,0,1,12,0.154,0.31,0,0,0,0.489,0,2025-12-15
CUST_004777,42,M,Philadelphia,2025-07-23,145,Standard,14.99,Credit Card,0,3,11,12.7,6.9,18,39,0,2.9,3.1,2,0.26,2,1,0,0,28,0.0,0.195,0,1,1,0.907,1,2025-12-15
CUST_004778,40,F,Houston,2025-11-15,30,Basic,9.99,Credit Card,3,7,42,25.1,16.2,12,0,0,3.7,4.7,13,0.36,0,0,0,1,11,0.375,0.287,0,0,0,0.643,0,2025-12-15
CUST_004779,47,M,San Diego,2025-08-05,132,Standard,14.99,Credit Card,2,6,25,11.8,48.4,24,4,0,4.0,5.0,7,0.31,0,0,0,1,4,0.286,0.508,0,0,0,0.444,0,2025-12-15
CUST_004780,37,M,San Diego,2025-04-06,253,Standard,14.99,PayPal,3,5,12,19.1,16.2,24,0,1,4.1,3.6,12,0.55,0,0,0,1,1,0.5,0.353,0,0,0,0.621,0,2025-12-15
CUST_004781,40,F,Philadelphia,2025-11-15,30,Basic,9.99,Credit Card,0,0,16,14.9,8.5,6,9,0,1.9,3.0,3,0.35,0,0,0,0,18,0.0,0.145,0,0,1,0.709,1,2025-12-15
CUST_004782,36,F,San Diego,2025-11-15,30,Premium,19.99,Credit Card,6,10,33,30.4,22.1,14,1,1,4.8,3.4,9,0.54,0,0,0,1,6,0.545,0.397,0,0,0,0.572,0,2025-12-15
CUST_004783,43,M,Philadelphia,2025-08-24,113,Basic,9.99,Debit Card,2,9,45,55.5,44.8,25,3,0,4.3,3.1,11,0.28,0,0,0,1,9,0.2,0.515,0,0,0,0.554,0,2025-12-15
CUST_004784,18,M,Houston,2024-12-09,371,Basic,9.99,Bank Transfer,1,8,19,19.7,16.9,20,5,0,3.5,4.3,18,0.77,0,2,0,1,16,0.111,0.415,0,0,0,0.387,0,2025-12-15
CUST_004785,24,F,Philadelphia,2023-12-16,730,Standard,14.99,Bank Transfer,0,1,14,50.1,40.5,23,2,0,4.1,4.9,10,0.24,1,2,0,1,12,0.0,0.393,0,1,1,0.858,1,2025-12-15
CUST_004786,54,F,Dallas,2025-11-15,30,Basic,9.99,Debit Card,6,13,37,28.2,29.0,18,4,1,4.4,2.3,8,0.35,0,0,0,1,26,0.429,0.446,0,0,0,0.379,0,2025-12-15
CUST_004787,18,M,San Diego,2025-11-15,30,Premium,19.99,Credit Card,0,21,45,34.9,32.2,16,1,0,4.0,3.8,11,0.48,0,0,0,1,18,0.0,0.563,0,0,0,0.411,0,2025-12-15
CUST_004788,33,F,San Antonio,2025-10-30,46,Basic,9.99,Credit Card,2,13,37,23.3,39.3,25,0,1,3.5,4.7,15,0.49,0,0,0,1,1,0.143,0.564,0,0,0,0.485,0,2025-12-15
CUST_004789,49,F,Phoenix,2025-08-24,113,Basic,9.99,PayPal,3,13,36,10.3,31.5,22,2,0,5.0,4.5,11,0.62,0,0,0,1,11,0.214,0.531,0,0,0,0.339,0,2025-12-15
CUST_004790,33,M,San Antonio,2025-07-16,152,Basic,9.99,Bank Transfer,2,9,37,10.9,34.1,19,1,3,3.7,3.2,7,0.46,0,0,0,1,30,0.2,0.463,1,0,0,0.448,0,2025-12-15
CUST_004791,30,M,New York,2024-03-02,653,Standard,14.99,Debit Card,0,2,2,23.6,10.6,10,16,4,2.2,2.7,2,0.16,2,1,1,0,3,0.0,0.156,1,1,1,0.806,1,2025-12-15
CUST_004792,36,M,San Diego,2024-11-16,394,Basic,9.99,Bank Transfer,1,2,19,45.4,34.1,21,0,0,4.3,4.5,12,0.32,0,0,0,1,17,0.333,0.373,0,0,1,0.506,0,2025-12-15
CUST_004793,30,F,Phoenix,2025-07-20,148,Standard,14.99,PayPal,0,4,12,7.2,9.1,4,4,1,2.5,3.7,2,0.22,1,1,0,0,9,0.0,0.155,0,1,1,0.937,1,2025-12-15
CUST_004794,35,M,San Antonio,2025-09-26,80,Basic,9.99,Credit Card,5,8,34,20.4,26.5,15,2,0,3.0,5.0,12,0.42,0,0,0,1,23,0.556,0.383,0,0,0,0.545,0,2025-12-15
CUST_004795,26,Other,San Antonio,2025-10-07,69,Standard,14.99,Credit Card,5,15,32,5.0,60.6,16,1,0,3.7,3.6,13,0.54,1,0,0,1,27,0.312,0.686,0,1,0,0.52,0,2025-12-15
CUST_004796,48,M,San Diego,2025-07-15,153,Standard,14.99,Credit Card,1,13,37,7.2,9.5,25,0,1,3.8,3.0,6,0.38,0,0,0,1,23,0.071,0.363,0,0,0,0.453,0,2025-12-15
CUST_004797,52,F,San Antonio,2025-04-29,230,Basic,9.99,Credit Card,2,8,20,24.9,32.9,24,5,1,4.9,4.3,10,0.27,0,1,0,1,4,0.222,0.427,0,0,0,0.388,0,2025-12-15
CUST_004798,33,M,Philadelphia,2025-08-19,118,Premium,19.99,Credit Card,3,13,39,53.0,31.2,32,0,2,4.5,4.1,10,0.3,0,0,0,1,17,0.214,0.505,0,0,0,0.41,0,2025-12-15
CUST_004799,18,F,Philadelphia,2025-10-11,65,Standard,14.99,Credit Card,0,3,13,9.8,7.1,9,19,2,1.0,2.1,6,0.26,1,0,0,0,26,0.0,0.161,0,1,1,1.0,1,2025-12-15
CUST_004800,28,F,Phoenix,2025-06-28,170,Basic,9.99,Credit Card,2,8,25,65.3,15.5,16,5,1,3.4,4.6,12,0.36,0,0,0,1,29,0.222,0.309,0,0,0,0.445,0,2025-12-15
CUST_004801,32,M,Phoenix,2025-07-22,146,Premium,19.99,Debit Card,1,2,13,16.6,12.8,9,12,1,1.0,3.1,2,0.19,1,2,0,0,17,0.333,0.171,0,1,1,0.886,1,2025-12-15
CUST_004802,41,F,Houston,2025-09-06,100,Premium,19.99,Credit Card,1,2,12,5.0,7.8,9,1,2,2.3,1.6,2,0.22,0,0,0,1,29,0.333,0.147,0,0,1,0.641,0,2025-12-15
CUST_004803,22,M,San Antonio,2025-04-11,248,Standard,14.99,Credit Card,1,7,22,17.9,13.8,19,0,0,5.0,3.8,9,0.59,1,0,0,1,9,0.125,0.347,0,1,0,0.715,1,2025-12-15
CUST_004804,25,F,Chicago,2025-10-17,59,Standard,14.99,Credit Card,3,11,29,31.4,6.7,18,0,0,5.0,4.6,12,0.48,0,0,0,1,10,0.25,0.318,0,0,0,0.481,0,2025-12-15
CUST_004805,41,F,Phoenix,2025-08-18,119,Standard,14.99,Credit Card,1,11,32,34.7,9.6,20,0,0,4.3,3.8,10,0.61,0,1,1,1,4,0.083,0.37,0,0,0,0.436,0,2025-12-15
CUST_004806,46,F,Chicago,2024-07-26,507,Premium,19.99,Credit Card,2,5,10,5.0,27.8,20,0,0,4.1,4.6,7,0.75,0,0,0,1,29,0.333,0.447,0,0,0,0.494,0,2025-12-15
CUST_004807,27,F,San Diego,2025-04-29,230,Basic,9.99,PayPal,1,3,6,5.0,19.2,12,22,4,3.6,3.9,3,0.18,1,0,0,0,5,0.25,0.229,1,1,1,0.872,1,2025-12-15
CUST_004808,19,F,Phoenix,2025-09-18,88,Basic,9.99,PayPal,5,13,31,8.8,46.7,24,3,0,4.6,5.0,9,0.61,0,0,0,1,18,0.357,0.628,0,0,0,0.485,0,2025-12-15
CUST_004809,74,Other,San Jose,2025-07-26,142,Basic,9.99,Credit Card,2,13,30,13.4,24.0,14,0,1,3.9,4.6,12,0.57,0,0,0,1,30,0.143,0.444,0,0,0,0.466,0,2025-12-15
CUST_004810,44,M,Philadelphia,2025-09-13,93,Basic,9.99,Credit Card,1,13,42,31.7,7.2,20,3,1,4.2,3.6,11,0.3,0,0,0,1,3,0.071,0.313,0,0,0,0.441,0,2025-12-15
CUST_004811,31,M,New York,2025-11-15,30,Basic,9.99,Debit Card,6,7,42,32.4,10.9,8,1,0,4.1,4.0,11,0.4,0,0,0,1,25,0.75,0.247,0,0,0,0.609,0,2025-12-15
CUST_004812,45,F,Houston,2025-10-03,73,Basic,9.99,Credit Card,5,9,38,28.5,13.2,12,1,2,3.6,4.4,12,0.23,0,0,0,0,11,0.5,0.263,0,0,0,0.572,0,2025-12-15
CUST_004813,33,F,Dallas,2024-12-26,354,Basic,9.99,PayPal,0,2,4,18.0,3.8,9,2,0,2.3,1.4,5,0.22,0,0,0,0,24,0.0,0.123,0,0,1,0.605,0,2025-12-15
CUST_004814,45,F,Phoenix,2025-08-26,111,Basic,9.99,Credit Card,4,12,33,18.1,17.4,18,6,0,5.0,4.5,15,0.65,0,0,0,1,2,0.308,0.426,0,0,0,0.514,0,2025-12-15
CUST_004815,36,M,New York,2025-07-10,158,Standard,14.99,Credit Card,3,7,32,17.4,48.2,22,0,1,3.0,4.8,12,0.47,0,0,0,1,13,0.375,0.541,0,0,0,0.43,0,2025-12-15
CUST_004816,36,F,Houston,2025-11-09,36,Standard,14.99,Bank Transfer,5,10,34,59.8,27.1,16,5,0,2.9,2.8,15,0.43,1,0,0,1,6,0.455,0.413,0,1,0,0.845,1,2025-12-15
CUST_004817,33,Other,Philadelphia,2025-09-27,79,Basic,9.99,Credit Card,5,11,31,11.3,57.1,20,0,0,5.0,4.5,18,0.47,0,1,0,1,3,0.417,0.627,0,0,0,0.317,0,2025-12-15
CUST_004818,18,M,San Antonio,2024-08-26,476,Standard,14.99,Credit Card,3,5,10,20.9,66.0,15,0,1,5.0,4.8,12,0.31,0,0,0,1,8,0.5,0.568,0,0,0,0.441,0,2025-12-15
CUST_004819,58,M,San Antonio,2025-10-09,67,Basic,9.99,Credit Card,5,9,46,8.2,35.1,18,2,1,3.4,4.7,7,0.49,0,0,1,0,14,0.5,0.471,0,0,0,0.436,0,2025-12-15
CUST_004820,23,M,San Diego,2025-10-25,51,Basic,9.99,Credit Card,2,13,47,25.0,16.5,16,2,0,3.6,3.9,9,0.37,0,0,0,1,2,0.143,0.367,0,0,0,0.529,0,2025-12-15
CUST_004821,18,M,Phoenix,2025-11-15,30,Basic,9.99,PayPal,3,12,39,43.2,19.1,23,0,1,4.4,4.4,10,0.44,0,0,0,1,28,0.231,0.415,0,0,0,0.414,0,2025-12-15
CUST_004822,32,F,Philadelphia,2025-11-15,30,Premium,19.99,PayPal,4,15,40,10.1,18.6,21,1,2,5.0,3.7,12,0.64,0,2,0,1,14,0.25,0.474,0,0,0,0.345,0,2025-12-15
CUST_004823,23,F,Los Angeles,2025-07-10,158,Premium,19.99,Credit Card,4,7,27,38.6,30.1,23,3,0,3.3,3.6,12,0.44,0,1,0,1,10,0.5,0.431,0,0,0,0.519,0,2025-12-15
CUST_004824,34,M,San Jose,2025-06-04,194,Basic,9.99,Credit Card,1,8,26,18.3,9.6,16,2,1,3.5,3.7,12,0.52,1,0,0,1,15,0.111,0.306,0,1,0,0.832,1,2025-12-15
CUST_004825,43,F,Los Angeles,2025-06-14,184,Basic,9.99,Credit Card,5,5,21,16.0,50.8,19,0,0,3.3,4.6,9,0.54,0,0,0,1,26,0.833,0.539,0,0,0,0.626,0,2025-12-15
CUST_004826,46,F,Chicago,2025-07-29,139,Premium,19.99,Credit Card,1,12,17,20.3,13.8,21,1,0,3.3,4.7,18,0.26,0,1,0,1,27,0.077,0.339,0,0,0,0.459,0,2025-12-15
CUST_004827,44,M,Houston,2025-08-16,121,Standard,14.99,Debit Card,2,12,33,5.0,42.5,19,1,1,3.4,5.0,20,0.17,0,0,0,0,19,0.154,0.485,0,0,0,0.42,0,2025-12-15
CUST_004828,31,F,Philadelphia,2025-11-15,30,Basic,9.99,PayPal,4,17,47,27.3,10.1,22,0,0,4.7,4.3,9,0.34,1,0,0,1,15,0.222,0.387,0,1,0,0.673,0,2025-12-15
CUST_004829,35,F,Philadelphia,2025-01-19,330,Basic,9.99,Credit Card,1,5,15,14.5,16.7,19,2,0,2.6,4.2,6,0.17,0,0,0,1,23,0.167,0.26,0,0,0,0.5,0,2025-12-15
CUST_004830,39,F,Chicago,2025-08-08,129,Standard,14.99,Bank Transfer,5,8,29,14.0,34.4,18,2,2,3.1,3.6,9,0.54,0,0,0,1,30,0.556,0.466,0,0,0,0.452,0,2025-12-15
CUST_004831,18,M,New York,2025-11-15,30,Basic,9.99,Credit Card,4,12,43,9.6,8.8,22,0,1,3.4,5.0,11,0.34,0,0,0,0,16,0.308,0.329,0,0,0,0.525,0,2025-12-15
CUST_004832,41,F,Chicago,2025-11-15,30,Basic,9.99,PayPal,6,17,41,48.3,19.4,26,0,1,4.1,2.8,7,0.75,0,0,0,1,13,0.333,0.54,0,0,0,0.419,0,2025-12-15
CUST_004833,18,M,Houston,2025-08-08,129,Basic,9.99,Credit Card,5,13,31,41.0,19.1,18,1,0,4.3,4.6,12,0.51,0,0,0,0,19,0.357,0.419,0,0,0,0.496,0,2025-12-15
CUST_004834,59,M,Dallas,2025-10-26,50,Standard,14.99,Bank Transfer,7,9,36,28.7,16.5,15,3,0,2.9,4.0,17,0.52,0,0,0,1,29,0.7,0.353,0,0,0,0.584,0,2025-12-15
CUST_004835,30,M,San Jose,2024-09-12,459,Basic,9.99,PayPal,2,3,22,20.4,33.9,13,0,0,3.9,4.6,17,0.56,0,0,1,1,11,0.5,0.397,0,0,1,0.544,0,2025-12-15
CUST_004836,32,M,San Diego,2025-08-13,124,Standard,14.99,Credit Card,0,6,10,5.0,12.4,8,11,1,1.4,2.8,5,0.14,0,1,1,0,17,0.0,0.194,0,0,0,0.737,1,2025-12-15
CUST_004837,25,M,Houston,2024-01-25,690,Basic,9.99,Credit Card,0,0,10,8.3,14.4,18,0,0,4.1,5.0,13,0.51,0,0,0,1,12,0.0,0.26,0,0,1,0.69,0,2025-12-15
CUST_004838,27,M,San Antonio,2025-04-21,238,Basic,9.99,Debit Card,1,8,23,5.0,20.2,13,1,1,3.5,5.0,14,0.45,0,0,0,0,30,0.111,0.343,0,0,0,0.503,0,2025-12-15
CUST_004839,62,F,Dallas,2025-02-19,299,Basic,9.99,PayPal,2,2,4,6.7,4.3,6,1,1,2.8,2.3,5,0.18,0,1,0,0,19,0.667,0.106,0,0,1,0.582,0,2025-12-15
CUST_004840,46,F,Los Angeles,2025-09-18,88,Standard,14.99,Debit Card,3,23,40,12.1,41.0,29,0,1,5.0,4.8,9,0.65,1,0,0,1,6,0.125,0.722,0,1,0,0.356,0,2025-12-15
CUST_004841,18,M,Chicago,2025-11-15,30,Standard,14.99,Credit Card,5,20,50,5.0,8.4,30,2,1,4.0,4.4,7,0.36,0,0,0,1,17,0.238,0.442,0,0,0,0.346,0,2025-12-15
CUST_004842,53,M,New York,2025-05-19,210,Premium,19.99,Credit Card,3,11,27,5.8,13.4,25,1,0,3.3,4.7,10,0.6,0,0,0,1,8,0.25,0.41,0,0,0,0.517,0,2025-12-15
CUST_004843,49,F,San Diego,2025-09-12,94,Basic,9.99,Credit Card,2,7,28,49.2,61.7,21,2,1,4.5,4.8,8,0.39,1,0,0,1,11,0.25,0.602,0,1,0,0.622,0,2025-12-15
